label,pmid,sentence,design
0,22230289,"To our knowledge, these data provide the first  evidence of the role of serum ferritin as a risk factor for hard CHD in African-American and white postmenopausal women in the USA.",Prospective
0,24698103,"To our knowledge, this is the first account of clozapine treatment in patients with ASPD and high psychopathy.",Retrospective
0,26834842,"To our knowledge, this is the first study to investigate the reproducibility of several biomechanical methods in a heterogeneous cohort.",Prospective
2,28473006,To overcome these barriers and ensure opportunity to residents increased provider and sector support is required.,RCT
2,30514352,"To overcome these barriers; training sessions should be organized within or in connection with work hours, support should be secured from team management and work shifts should be planned to enable attendance for all participants.",RCT
1,21876276,"To reduce the risk factors of developing CVD and preventing its progression significantly, it clearly serves to underscore the beneficial properties of physical activity and to promote its effectiveness as a support for healthier lifestyles in the community and particularly among military personnel.",Case-Control
0,28173843,"To safeguard the wellbeing of staff and patients, greater planning, coordination and ethical oversight should go into the closeout of trials involving withdrawal of treatment(s).",RCT
0,15899343,"To show the effect of the other parameters, more research is needed with larger patient groups.",Retrospective
2,23595153,"To simplify ART initiation and reduce the risk of suboptimal dosing, full-dose nevirapine at ART initiation should be considered for African HIV-infected children less than 2 years of age.",RCT
1,18515689,"To sustain PST's effect, an intervention that uses a problem-solving framework to enhance rehabilitative skills may be necessary.",RCT
2,27999848,"To treat and care for elderly hip-fractured patients, specific interventions need to target those who are malnourished or at risk of malnutrition to decrease their risk for cognitive impairment.",RCT
0,20876076,Tobacco control laws outlawing their sale are not being enforced.,Cross-Sectional
0,25665934,Tobacco smoking cessation was associated with new-onset GERS among those who gained weight upon quitting.,Prospective
1,28432897,"Together with mean HbA1c, baseline urine albumin-to-creatinine ratio and presence of hypertension, accurate 3-year new-onset albuminuria prediction may be possible.",Retrospective
1,10719772,"Together, the preclinical indicators identify a subset of high-functioning older women who are at high risk of mobility disability, and provide a potential basis for screening for disability risk and targeting interventions to prevent mobility disability.",Prospective
1,18056742,Tolerance and normalisation of adverse effects in these patients indicate that closer monitoring of older people who use NSAIDs might be needed.,RCT
0,27362240,Top quartiles of healthy  eating patterns were associated with lower cardio-metabolic risk factors.,Cross-Sectional
0,28602267,Topical corticosteroids and antibiotics result in restoration of skin barrier integrity and decreased secondary infection.,Retrospective
0,28828764,Topical insulin 0.5 units QID is most effective for healing corneal  epithelial defect in diabetic patients after vitrectomy surgery compared with placebo and higher concentrations.,RCT
0,28828764,Topical insulin is safe for human ocular usage.,RCT
1,22960817,Topical ivermectin can be used as an alternative to permethrin.,RCT
0,24447492,Total and HDL cholesterol concentrations are subject to slight variations in relation to the duration of the pre-phlebotomy fasting period.,Cross-Sectional
0,21371328,Total blood cholesterol tended to decrease with increasing injury severity.,Retrospective
0,27523922,"Total laparoscopic  hysterectomy is associated with shorter hospitalizations and lower odds of blood  transfusion across the BMI spectrum, particularly in women with small uteri.",Retrospective
0,28079246,"Total lymphocyte count was correlated with mid-upper arm circumference, triceps skinfold thickness, and nutritional risk according to the  NRS.",Cross-Sectional
0,22275176,"Total, HDL, and LDL cholesterol, triglycerides, diastolic blood pressure, pulse pressure, glucose, and triglycerides/HDL ratio differ between patients with EA and controls.",Case-Control
0,25945079,"TPR showed greater reductions with A than Chr, which would not be expected as both interventions had reductions in BP, which is associated with TPR.",RCT
0,28514081,"Trained lay health staff and volunteers from the rural southern USA were able to deliver a translation of a high-intensity behavioural intervention targeted to African American women, resulting in clinically meaningful weight loss and improvement in other metabolic outcomes in a significant proportion of participants.",RCT
